,,,RA +RA -RA,CLR or OVC,Diverse,0 or 5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAVL 270054Z VRB04KT 10SM OVC040 08/04 A3023 RMK AO2 SLP233 T00780039,45.12,-95.13,,OVC,140,10,0,KBDH,3200,30.138779,4,10,7,VFR,Minnesota,,10,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,670
KAUW 270054Z AUTO 23004KT 10SM CLR 05/M09 A3025 RMK AO2 SLP262 T00501089,44.78,-95.03,,OVC,150,10,0,KOVL,3300,30.129921,5,10,7,VFR,Minnesota,,8,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,362
KBTV 270054Z 00000KT 10SM CLR M01/M16 A3038 RMK AO2 SLP292 T10111156,44.83,-93.47,,OVC,150,10,0,KFCM,3200,30.180119,1.7,10,8.3,VFR,Minnesota,,8,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,105
KBUY 270054Z AUTO 05005KT 10SM CLR 09/M08 A3027 RMK AO2 SLP249 T00891083,46.83,-96.67,,OVC,150,10,0,KJKJ,1700,30.050198,1,10,2,MVFR,Minnesota,,10,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,180
KFIG 270054Z AUTO 35004KT 10SM CLR 02/M14 A3032 RMK AO2 SLP284 T00171144,44.32,-94.5,,OVC,160,10,0,KULM,2900,30.159449,4,10,8,MVFR,Minnesota,,8,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,462
KGCN 270054Z 24007KT 10SM SCT120 15/M11 A3012 RMK AO2 SLP164 T01501111,45.87,-95.4,,OVC,160,10,0,KAXN,1600,30.100393,1.7,10,6.1,MVFR,Minnesota,,8,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,2016
KGCK 270054Z 19014G22KT 10SM CLR 15/07 A3010 RMK AO2 PK WND 20026/0029 SLP192 T01500072,46.82,-95.87,,OVC,160,10,0,KDTL,1300,30.070866,1,10,3,MVFR,Minnesota,,9,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,877
KFZY 270054Z AUTO 00000KT 10SM CLR M03/M14 A3043 RMK AO2 SLP311 T10281144,49.32,-94.9,,OVC,160,10,0,KFGN,2500,30,-2,10,1,MVFR,Minnesota,,10,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,138
KFWA 270054Z 10005KT 10SM FEW250 03/M05 A3038 RMK AO2 SLP296 T00281050 $,46.28,-96.15,,OVC,160,10,0,KFFM,1800,30.059055,2,10,4,MVFR,Minnesota,,11,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,248
KACY 270054Z 00000KT 10SM CLR 02/M07 A3033 RMK AO2 SLP271 T00171067,45.9,-94.87,,OVC,170,10,0,K14Y,2200,30.121063,2,10,5,MVFR,Minnesota,,8,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,23
KGEU 270054Z E23009KT 10SM BKN180 OVC250 29/M03 A2989,47.58,-95.77,,OVC,170,10,0,KFSE,1600,30.059055,-2,10,1,MVFR,Minnesota,,9,,,,,,,,,,,OVC,25000,,,,,,,,,,,,,,,,,METAR,325
KGED 270054Z AUTO 00000KT 10SM CLR 03/M04 A3035 RMK AO2 SLP276 T00331039,44.88,-93.23,,OVC,170,10,0,KMSP,3300,30.200787,1.1,10,8.9,VFR,Minnesota,,9,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,19
KHWD 270054Z 35005KT 10SM OVC070 22/07 A2992 RMK AO2 RAB28E41 SLP141 P0000 T02220067,48.73,-94.62,,OVC,180,10,0,KBDE,2500,30.02067,-2.8,10,3.3,MVFR,Minnesota,,8,,TRUE,,,,,,,,,,,,,,,,,,,,,0.005,,,,,,METAR,21
KGSO 270054Z 08008KT 10SM CLR 08/M06 A3025 RMK AO2 SLP243 T00781061,47.5,-94.92,,OVC,180,10,0,KBJI,1900,30.070866,-2.5,10,2.8,MVFR,Minnesota,,9,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,275
KLAF 270054Z AUTO 10005KT 10SM CLR 05/M11 A3037 RMK AO2 SLP290 T00501111,47.82,-92.68,,OVC,200,10,0,KCQM,4600,30.109253,-5,10,4,VFR,Minnesota,,8,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,182
KJST 270054Z AUTO 32005KT 10SM CLR 02/M15 A3028 RMK AO2 SLP277 T00221150,43.63,-94.97,,SCT,160,10,0,KMJQ,3100,30.159449,5,10,7,VFR,Minnesota,,8,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,694
KIZG 270054Z AUTO 36008KT 10SM CLR M02/M16 A3031 RMK AO2 SLP271 T10171161,45.07,-93.35,,OVC,170,10,20,KMIC,3800,30.180119,1.7,10,8.3,VFR,Minnesota,19,9,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,135
KISW 270054Z AUTO 20003KT 10SM CLR 03/M10 A3029 RMK AO2 SLP270 T00331100 TSNO,48.75,-96.93,,OVC,170,15,0,KHCO,1000,29.97933,0,10,1,MVFR,Minnesota,,16,TRUE,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,METAR,307
KIPT 270054Z 04006KT 10SM CLR 03/M15 A3036 RMK AO2 SLP288 T00331150,47.85,-96.62,,OVC,180,15,0,KCKN,1300,30.029528,1,10,2,MVFR,Minnesota,,14,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,164
KINT 270054Z 07005KT 10SM CLR 09/M02 A3026 RMK AO2 SLP247 T00941017,33.43,-88.85,,BKN,340,5,0,KSTF,6000,30.250984,2,10,13,VFR,Mississippi,,4,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,291
KIND 270054Z 07005KT 10SM FEW250 06/M08 A3036 RMK AO2 SLP288 T00561078,32.3,-90.42,,CLR,340,5,0,KJVW,,30.268702,5,10,13,VFR,Mississippi,,4,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,241
KIMT 270054Z AUTO 21004KT 10SM CLR 04/M11 A3023 RMK AO2 SLP256 T00391106,32.43,-90.1,,CLR,340,5,0,KMBO,,30.259842,3,10,12,VFR,Mississippi,,7,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,349
KWLD 270054Z AUTO 16005KT 10SM CLR 13/05 A3025 RMK AO2 SLP245 T01330050,33.87,-88.48,,CLR,350,5,0,KM40,,30.259842,4,10,12,VFR,Mississippi,,7,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,350
KWAL 270054Z AUTO 05009KT 10SM CLR 04/M03 A3035 RMK AO2 SLP273 T00441033,34.3,-90.52,,,360,5,0,KCKM,,30.31004,2,10,10,,Mississippi,,7,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,14
KVTA 270054Z AUTO 00000KT 10SM CLR 06/M08 A3035 RMK AO2 SLP283 T00611078,30.47,-88.53,HZ,BKN,360,10,0,KPQL,4900,30.188976,7.2,6,13.9,VFR,Mississippi,,8,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,268
KVSF 270054Z AUTO 00000KT 10SM CLR M02/M12 A3033 RMK AO2 SLP279 T10171122,32.32,-90.08,,CLR,340,10,0,KJAN,,30.268702,2.8,10,13.3,VFR,Mississippi,,9,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,175
KVAY 270054Z AUTO 34004KT 10SM CLR 04/M13 A3034 RMK AO2 SLP274 T00441133,31.18,-90.47,,CLR,350,10,0,KMCB,,30.239174,3.3,10,15,VFR,Mississippi,,9,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,15
KUZA 270054Z AUTO 02006KT 10SM BKN060 09/04 A3023 RMK AO2 SLP236 T00940039,39.15,-91.82,,CLR,0,0,0,KMYJ,,30.339567,-1,10,8,VFR,Missouri,,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,202
KUIN 270054Z AUTO 15004KT 10SM CLR 08/M03 A3034 RMK AO2 SLP278 T00781028,38.35,-93.35,,CLR,0,0,0,KRAW,,30.31004,,10,,VFR,Missouri,,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,234
KTQE 270054Z AUTO 14013KT 10SM CLR 12/07 A3013 RMK AO2 SLP203 T01220072,38.65,-90.65,,CLR,0,0,0,KSUS,,30.339567,-0.6,10,7.8,VFR,Missouri,,0,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,312
KPIA 270054Z 17003KT 10SM CLR 07/M09 A3037 RMK AO2 SLP291 T00721094,37.87,-89.87,,CLR,30,5,0,KPCD,,30.360237,-2.5,10,5.8,VFR,Missouri,,5,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,205
KPHL 270054Z 35006KT 10SM CLR 06/M15 A3035 RMK AO2 SLP275 T00611150 $,36.6,-90,,CLR,30,5,0,KMAW,,30.351377,-2,10,10,VFR,Missouri,,6,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,18
KPNE 270054Z 36008KT 10SM CLR 06/M15 A3035 RMK AO2 SLP278 T00561150,37.23,-89.58,,CLR,30,5,0,KCGI,,30.360237,-3.9,10,7.8,VFR,Missouri,,6,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,28
KROA 270054Z 11004KT 10SM CLR 09/M09 A3029 RMK AO2 SLP258 T00891094,36.88,-91.9,,CLR,40,5,0,KUNO,,30.318897,-0.6,10,11.7,VFR,Missouri,,3,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,362
KRIC 270054Z 06008KT 10SM CLR 06/M08 A3033 RMK AO2 SLP276 T00561078,37.15,-94.5,,CLR,60,5,0,KJLN,,30.28937,3.3,10,13.9,VFR,Missouri,,3,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,50
KRFD 270054Z 16004KT 10SM FEW250 06/M09 A3038 RMK AO2 SLP296 T00561089,38.82,-92.22,,CLR,60,5,0,KCOU,,30.318897,-5.6,10,10.6,VFR,Missouri,,4,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,221
KRDG 270054Z 01005KT 10SM CLR 04/M13 A3034 RMK AO2 SLP282 T00441128,38.93,-90.43,,CLR,60,5,0,KSET,,30.351377,-1.7,10,8.9,VFR,Missouri,,6,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,109
KRBL 270054Z AUTO 17008KT 10SM SCT080 16/07 A2994 RMK AO2 SLP138 T01560072,36.9,-94.02,,CLR,70,5,0,KHFJ,,30.301182,3,10,13,VFR,Missouri,,3,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,104
KPTW 270054Z AUTO 36005KT 10SM CLR 03/M15 A3035 RMK AO2 SLP279 T00331150,38.6,-92.15,,CLR,70,5,0,KJEF,,30.318897,-6.1,10,12.2,VFR,Missouri,,4,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,92
KPSF 270054Z AUTO 29008KT 10SM CLR M01/M14 A3028 RMK AO2 SLP267 T10061144,36.77,-90.32,,CLR,70,5,0,KPOF,,30.33071,-1.7,10,10,VFR,Missouri,,7,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,355
KROC 270054Z 00000KT 10SM CLR M01/M14 A3043 RMK AO2 SLP313 T10061139,37.65,-92.65,,CLR,90,5,0,KLBO,,30.318897,0,10,11,VFR,Missouri,,3,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,178
PAHN 270054Z AUTO 26004KT 10SM BKN080 12/M02 A3002 RMK AO2 SLP169 T01171022 TSNO,38.13,-91.77,,CLR,90,5,0,KVIH,,30.33071,-1.7,10,8.9,VFR,Missouri,,4,TRUE,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,METAR,5
PGSN 270054Z 06015KT 10SM SCT028 31/21 A3000 RMK AO2 SLP180 T03060206 PNO $,39.1,-93.2,,CLR,110,5,0,KMHL,,30.318897,1,10,11,VFR,Missouri,,4,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,65
PHOG 270054Z 03019KT 10SM FEW030 SCT050 28/16 A2998 RMK AO2 SLP158 T02780161,39.33,-94.32,,CLR,120,5,0,KGPH,,30.280512,3,10,13,VFR,Missouri,,3,,TRUE,,,,,,,,,SCT,5000,,,,,,,,,,,,,,,,,METAR,12
PHMK 270054Z 05011G20KT 10SM CLR 26/17 A2999 RMK AO2 SLP157 T02610172,40.1,-92.55,,CLR,120,5,0,KIRK,,30.31004,-2.2,10,8.9,VFR,Missouri,,5,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,141
MMCM 270054Z 12010KT 7SM SCT020 SCT100 27/21 A3000 RMK 8/520,38.72,-93.17,,CLR,120,5,0,KDMO,,30.31004,2.2,10,10.6,VFR,Missouri,,5,,,,,,,,,,,SCT,10000,,,,,,,,,,,,,,,,,METAR,12
KORB 270054Z AUTO 17005KT 10SM OVC046 04/M06 A3008 RMK AO2,39.12,-94.6,,CLR,140,5,0,KMKC,,30.250984,3.3,10,15.6,VFR,Missouri,,6,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,397
KSBY 270054Z 00000KT 10SM CLR 02/M03 A3034 RMK AO2 SLP278 T00221033,38.35,-93.68,,CLR,150,5,0,KGLY,,30.301182,4,10,11,VFR,Missouri,,3,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,19
KBUF 270054Z 26005KT 10SM CLR M01/M11 A3041 RMK AO2 SLP309 T10061111,38.62,-94.35,,CLR,150,5,0,KLRY,,30.31004,3,7,13,VFR,Missouri,,3,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,211
KILN 270054Z AUTO 01006KT 10SM CLR 03/M05 A3035 RMK AO2 SLP304 T00281050,36.9,-89.57,,CLR,360,5,0,KSIK,,30.351377,-1,10,8,VFR,Missouri,,5,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,322
KJAN 270054Z 34009KT 10SM CLR 13/03 A3027 RMK AO2 SLP247 T01330028,39.3,-94.73,,SCT,140,5,0,KMCI,17000,30.250984,3.3,10,11.1,VFR,Missouri,,7,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,91
KPHF 270054Z 04004KT 10SM CLR 04/M05 A3033 RMK AO2 SLP270 T00441050,38.97,-94.37,,,140,5,0,KLXT,,30.280512,2.8,10,12.8,,Missouri,,5,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,12
KORH 270054Z 34006KT 10SM CLR 00/M18 A3029 RMK AO2 SLP270 T00001178,36.22,-90.02,,CLR,40,10,0,KTKX,,30.318897,-2,10,10,VFR,Missouri,,8,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,304
KOLS 270054Z AUTO 24007KT 10SM CLR 25/M07 A3002 RMK AO2 SLP119 T02501067,39.77,-94.92,,CLR,140,10,0,KSTJ,,30.250984,5.6,10,12.8,VFR,Missouri,,8,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,1184
KOLM 270054Z 34007KT 10SM CLR 14/02 A3000 RMK AO2 SLP160 T01440017,40.35,-94.92,,CLR,150,10,0,KEVU,,30.221457,-2,10,12,VFR,Missouri,,9,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,58
KOFP 270054Z AUTO VRB03KT 10SM CLR 06/M09 A3035 RMK AO2 SLP277 T00561089,48.22,-106.62,,CLR,20,5,0,KGGW,,29.760826,5.6,10,11.1,VFR,Montana,,7,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,62
KSBN 270054Z 36004KT 10SM CLR 02/M09 A3040 RMK AO2 SLP303 T00171094,46.43,-105.88,,CLR,150,5,0,KMLS,,29.778543,0.6,10,16.1,VFR,Montana,,6,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,237
KRST 270054Z 17009KT 10SM FEW038 05/00 A3024 RMK AO2 SLP256 T00500000,46.92,-114.1,,FEW,210,5,0,KMSO,6500,29.970472,0.6,10,8.3,VFR,Montana,,3,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,403
KRKS 270054Z AUTO 30007KT 10SM CLR 09/M05 A3005 RMK AO2 SLP166 T00891050,45.7,-110.43,,OVC,340,5,0,KLVM,10000,29.899607,-1.1,10,9.4,VFR,Montana,,3,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,2060
KMVL 270054Z AUTO 00000KT 10SM CLR M06/M13 A3036 RMK AO2 SLP296 T10611133,45.97,-112.5,,SCT,50,5,0,KBTM,6000,29.970472,-1.1,10,3.9,VFR,Montana,,4,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,234
KMRY 270054Z 32004KT 10SM OVC065 15/11 A2994 RMK AO2 SLP149 T01500106,48.32,-114.25,,BKN,170,10,0,KGPI,8000,29.949802,0,10,7.2,VFR,Montana,,8,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,66
KMOT 270054Z 17004KT 10SM CLR 07/03 A2982 RMK AO2 SLP113 T00720033,44.67,-111.12,,FEW,220,10,0,KWYS,7000,29.958662,-4,10,6,VFR,Montana,,8,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,519
KMLF 270054Z AUTO 21014KT 10SM CLR 16/M06 A2998 RMK AO2 WSHFT 0040 T01561056,47.03,-109.47,,SCT,240,10,0,KLWT,7000,29.870079,0,10,7.2,VFR,Montana,,9,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,SPECI,1534
KMKC 270054Z 14006KT 10SM CLR 16/03 A3025 RMK AO2 SLP245 T01560033,45.8,-108.55,,SCT,310,10,0,KBIL,13000,29.819881,-2.2,10,16.1,VFR,Montana,,9,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,227
KMIV 270054Z AUTO VRB03KT 10SM CLR 01/M08 A3033 RMK AO2 SLP271 T00061083,45.25,-112.55,,BKN,210,15,0,KDLN,11000,29.920275,-1.1,10,8.9,VFR,Montana,,15,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,23
KMGJ 270054Z AUTO 34007KT 10SM CLR 01/M15 A3033 RMK AO2 SLP276 T00111150,48.55,-109.77,,CLR,280,15,0,KHVR,,29.799213,-3.3,10,13.3,VFR,Montana,,15,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,108
KMFI 270054Z AUTO 22003KT 10SM CLR 04/M06 A3025 RMK AO2 SLP260 T00441056,41.87,-103.58,,CLR,140,5,0,KBFF,,29.949802,0,10,16.7,VFR,Nebraska,,4,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,389
KMEM 270054Z 01008KT 10SM CLR 10/M06 A3031 RMK AO2 SLP264 T01001056 $,41.1,-102.98,,CLR,160,5,0,KSNY,,30,1.7,10,11.7,VFR,Nebraska,,7,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,86
KLYH 270054Z 07006KT 10SM CLR 07/M11 A3028 RMK AO2 SLP256 T00721106,42.05,-102.8,,CLR,160,10,0,KAIA,,29.949802,0,10,11.7,VFR,Nebraska,,9,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,295
KLWT 270054Z AUTO 24009KT 10SM SCT070 BKN085 OVC100 07/00 A2987 RMK AO2 SLP126 T00720000,40.52,-101.62,,CLR,160,10,0,KIML,,30.02067,5,10,15,VFR,Nebraska,,11,TRUE,TRUE,,,,,,,,,BKN,8500,OVC,10000,,,,,,,,,,,,,,,METAR,1270
KLWM 270054Z 35004KT 10SM CLR 01/M17 A3034 RMK AO2 SLP275 T00111172,40.85,-96.77,,CLR,170,10,0,KLNK,,30.138779,6.1,10,14.4,VFR,Nebraska,,10,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,54
KLNK 270054Z 17010KT 10SM CLR 14/06 A3014 RMK AO2 SLP207 T01440061 $,40.2,-100.58,,CLR,180,10,0,KMCK,,30.050198,6.7,10,15.6,VFR,Nebraska,,9,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,364
KLEX 270054Z 02007KT 10SM CLR 04/M06 A3033 RMK AO2 SLP276 T00441061,42.83,-103.1,,CLR,200,10,0,KCDR,,29.890747,-1.1,10,12.8,VFR,Nebraska,,9,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,300
KTAD 270054Z AUTO 18019G27KT 10SM CLR 18/M02 A3007 RMK AO2 PK WND 19032/0012 SLP146 T01781017,40.07,-95.58,,FEW,140,10,0,KFNB,6500,30.200787,5.6,10,12.8,VFR,Nebraska,,8,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,1756
KSYR 270054Z 31004KT 10SM FEW250 M01/M14 A3043 RMK AO2 SLP307 T10111144 $,41.77,-96.18,,CLR,140,15,0,KTQE,,30.129921,7.2,10,12.2,VFR,Nebraska,,13,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,127
KSUS 270054Z 00000KT 10SM CLR 08/M01 A3034 RMK AO2 SLP280 T00781006 $,41.43,-99.63,,CLR,180,15,0,KBBW,,30.029528,7.2,10,16.1,VFR,Nebraska,,13,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,141
KSLC 270054Z 01008KT 10SM FEW085 SCT150 BKN200 15/03 A2994 RMK AO2 SLP113 T01500033,36.22,-115.2,,CLR,220,10,0,KVGT,,29.878937,-10.6,10,26.1,VFR,Nevada,,9,,TRUE,,,,,,,,,SCT,15000,BKN,20000,,,,,,,,,,,,,,,METAR,1286
KSJN 270054Z AUTO 24011KT 10SM CLR 20/M08 A3007 RMK AO2 SLP141 T02001083,39.6,-116,,,200,10,0,KP68,,29.920275,-8.9,,15,,Nevada,,10,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,1745
KSET 270054Z AUTO 06006KT 10SM CLR 09/M02 A3035 RMK AO2 SLP278 T00891017 $,39.3,-114.85,,CLR,180,15,0,KELY,,29.97933,-6.7,10,12.2,VFR,Nevada,,14,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,134
KP92 270053Z AUTO 36004KT A3020 RMK AO1 SLP228 P0001 $,35.95,-114.87,,CLR,150,15,20,KBVU,,29.890747,-8,10,25,VFR,Nevada,20,14,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,0.01,,,,,,METAR,1
TJNR 270053Z AUTO 14005KT 10SM CLR 26/21 A2999 RMK AO2 SLP155 T02560211,39.5,-119.77,,FEW,280,20,25,KRNO,4500,29.929134,0,10,11.7,VFR,Nevada,25,19,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,12
PACV 270053Z 06006KT 10SM FEW060 FEW200 14/M02 A2996 RMK AO2 SLP146 T01391022,43.78,-71.75,,CLR,0,0,0,K1P1,,30.33071,-17.5,10,-0.9,VFR,New Hampshire,,0,,TRUE,,,,,,,,,FEW,20000,,,,,,,,,,,,,,,,,METAR,12
PADE 270053Z AUTO 16016KT CLR 02/M01 A2993 RMK AO2 PK WND 16039/0024 SLP136 T00221006 TSNO $,43.63,-72.3,,CLR,0,5,0,KLEB,,30.33071,-16,10,-1,VFR,New Hampshire,,3,TRUE,TRUE,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,METAR,5
PADQ 270053Z 30010G15KT 10SM CLR 09/03 A3008 RMK AO2 SLP185 T00940033,42.93,-71.43,,CLR,350,5,0,KMHT,,30.31004,-17.8,10,1.7,VFR,New Hampshire,,3,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,34
PAEG 270053Z AUTO VRB05KT 10SM BKN048 08/01 A3004 RMK AO2 SLP181 T00830006 TSNO,39.02,-74.92,,CLR,0,0,0,KWWD,,30.351377,-4.4,10,1.1,VFR,New Jersey,,0,TRUE,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,METAR,268
PAEN 270053Z 29008KT 10SM CLR 07/M02 A3006 RMK AO2 SLP182 T00721017,39.45,-74.57,,CLR,0,0,0,KACY,,30.33071,-6.7,10,1.7,VFR,New Jersey,,0,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,27
PAFA 270053Z 01003KT 10SM FEW060 BKN110 BKN180 07/00 A3005 RMK AO2 SLP184 T00670000 PNO,41.2,-74.63,,CLR,0,0,0,KFWN,,30.339567,-14.4,10,1.1,VFR,New Jersey,,0,,TRUE,,,,,,,,,BKN,11000,BKN,18000,,,,,,,,,,,,,,,METAR,132
PAGK 270053Z AUTO 28004KT 10SM CLR 10/M05 A3001 RMK AO2 SLP181 T01001050 TSNO,40.88,-74.28,,CLR,,0,0,KCDW,,30.351377,-17.2,10,5,VFR,New Jersey,,,TRUE,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,METAR,481
PAGY 270053Z AUTO 04008KT 10SM OVC080 13/M02 A3005 RMK AO2 SLP174 T01331022 TSNO,41.02,-74.73,,,0,0,0,K12N,,30.339567,-14.4,,1.1,,New Jersey,,0,TRUE,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,METAR,5
PAHO 270053Z 23007KT 10SM CLR 09/01 A3006 RMK AO2 SLP179 T00890006,39.37,-75.08,,CLR,0,5,0,KMIV,,30.33071,-8.3,10,0.6,VFR,New Jersey,,3,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,28
PAIL 270053Z 27011KT 10SM SCT017 BKN022 OVC065 07/03 A3016 RMK AO2 SLP215 T00720028,39.93,-74.83,,CLR,340,5,0,KVAY,,30.339567,-13.3,10,4.4,VFR,New Jersey,,4,,TRUE,,,,,,,,,BKN,2200,OVC,6500,,,,,,,,,,,,,,,METAR,49
PALH 270053Z 32003KT 10SM CLR 07/M01 A3006 RMK AO2 SLP179 T00671011,40.62,-74.67,,CLR,350,5,0,KSMQ,,30.33071,-18.3,10,5,VFR,New Jersey,,4,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,22
PAMC 270053Z AUTO 28006KT 10SM OVC047 04/M02 A3013 RMK AO2 SLP210 T00441017 TSNO,40.62,-74.25,,CLR,10,10,0,KLDJ,,30.339567,-17.9,10,6.3,VFR,New Jersey,,9,TRUE,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,METAR,103
PAMR 270053Z 31006KT 10SM CLR 06/M01 A3005 RMK AO2 SLP177 T00561011,32.63,-108.15,,CLR,0,0,0,KSVC,,30.121063,-4.4,10,21.4,VFR,New Mexico,,0,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,41
PANC 270053Z 32003KT 10SM SCT250 07/02 A3005 RMK AO2 SLP176 T00720022 $,35.17,-107.9,,BKN,160,5,0,KGNT,12000,30.138779,-7.1,10,18.1,VFR,New Mexico,,4,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,38
